OPEID,Name,Address,City,State,State Desc,Zip Code,Zip Ext,Prog Length,School Type,Year 1,Num 1,Denom 1,DRate 1,PRate 1,Ethnic Code,Cong Dis,Region,Average or Greater than 30,Year 2,Num 2,Denom 2,DRate 2,PRate 2,Year 3,Num 3,Denom 3,DRate 3,PRate 3
1495,JACKSONVILLE UNIVERSITY                                          ,2800 UNIVERSITY BOULEVARD NORTH                   ,JACKSONVILLE        ,FL,FLORIDA                                                     ,32211,3394,8,2,2014,79,1285,6.1,A,5,03      ,4,False,2013,89,1319,6.7,A,2012,85,1210,7,A
1497,JONES COLLEGE                                                    ,1195 EDGEWOOD AVENUE SOUTH                        ,JACKSONVILLE        ,FL,FLORIDA                                                     ,32205,5395,6,2,2014,31,304,10.1,P,5,03      ,4,False,2013,43,362,11.8,P,2012,49,399,12.2,P
1500,BROWARD COLLEGE                                                  ,225 EAST LAS OLAS BOULEVARD                       ,FORT LAUDERDALE     ,FL,FLORIDA                                                     ,33301,2298,6,1,2014,723,5056,14.2,A,5,20      ,4,False,2013,522,4405,11.8,A,2012,473,3785,12.4,A
1502,LAKE SUMTER STATE COLLEGE                                        ,9501 U S  HIGHWAY 441                             ,LEESBURG            ,FL,FLORIDA                                                     ,34788,8751,6,1,2014,20,168,11.9,A,5,05      ,4,False,2013,21,188,11.1,A,2012,13,163,7.9,A
1505,LYNN UNIVERSITY                                                  ,3601 NORTH MILITARY TRAIL                         ,BOCA RATON          ,FL,FLORIDA                                                     ,33431,5598,8,2,2014,21,350,6,A,5,19      ,4,False,2013,31,393,7.8,A,2012,17,382,4.4,A
1506,MIAMI DADE COLLEGE                                               ,300 NORTHEAST 2 AVENUE             ROOM 1472      ,MIAMI               ,FL,FLORIDA                                                     ,33132,2297,6,1,2014,515,4152,12.4,P,3,18      ,4,False,2013,403,3596,11.2,P,2012,305,2857,10.6,P
1515,ROLLINS COLLEGE                                                  ,1000 HOLT AVENUE                                  ,WINTER PARK         ,FL,FLORIDA                                                     ,32789,4499,8,2,2014,36,710,5,A,5,08      ,4,False,2013,27,694,3.8,A,2012,40,701,5.7,A
1521,SOUTHEASTERN UNIVERSITY                                          ,1000 LONGFELLOW BOULEVARD                         ,LAKELAND            ,FL,FLORIDA                                                     ,33801,6099,8,2,2014,67,854,7.8,A,5,12      ,4,False,2013,55,846,6.5,A,2012,59,894,6.5,A
1526,SAINT LEO UNIVERSITY                                             ,33701 STATE ROAD 52                               ,SAINT LEO           ,FL,FLORIDA                                                     ,33574,6665,8,2,2014,479,5588,8.5,A,5,05      ,4,False,2013,392,5526,7,A,2012,372,4529,8.2,A
1537,UNIVERSITY OF SOUTH FLORIDA                                      ,4202 EAST FOWLER AVENUE            SVC 1102       ,TAMPA               ,FL,FLORIDA                                                     ,33620,6960,8,1,2014,509,10105,5,P,5,09      ,4,False,2013,523,10013,5.2,P,2012,519,9689,5.3,P
1544,ALBANY STATE UNIVERSITY                                          ,504 COLLEGE DRIVE                                 ,ALBANY              ,GA,GEORGIA                                                     ,31705,2796,8,1,2014,180,1553,11.5,A,2,02      ,4,False,2013,221,1832,12,A,2012,234,1733,13.5,A
1546,ARMSTRONG STATE UNIVERSITY                                       ,11935 ABERCORN STREET                             ,SAVANNAH            ,GA,GEORGIA                                                     ,31419,1997,8,1,2014,197,2149,9.1,A,5,01      ,4,False,2013,144,2118,6.7,A,2012,168,2051,8.1,A
1547,POINT UNIVERSITY                                                 ,507 WEST 10TH STREET                              ,WEST POINT          ,GA,GEORGIA                                                     ,31833,1200,8,2,2014,67,551,12.1,A,5,05      ,4,False,2013,49,442,11,A,2012,28,336,8.3,A
1555,THOMAS UNIVERSITY                                                ,1501 MILLPOND ROAD                                ,THOMASVILLE         ,GA,GEORGIA                                                     ,31792,7499,8,2,2014,37,406,9.1,A,5,02      ,4,False,2013,40,316,12.6,A,2012,29,368,7.8,A
1556,BRENAU UNIVERSITY                                                ,"500 WASHINGTON STREET, SE                         ",GAINESVILLE         ,GA,GEORGIA                                                     ,30501,3668,8,2,2014,55,1030,5.3,A,5,10      ,4,False,2013,50,985,5,A,2012,49,989,4.9,A
1559,CLARK ATLANTA UNIVERSITY                                         ,223 JAMES P. BRAWLEY DRIVE SW                     ,ATLANTA             ,GA,GEORGIA                                                     ,30314,4385,8,2,2014,165,1454,11.3,P,2,05      ,4,False,2013,197,1608,12.2,P,2012,156,1557,10,P
1561,COLUMBUS STATE UNIVERSITY                                        ,4225 UNIVERSITY AVENUE                            ,COLUMBUS            ,GA,GEORGIA                                                     ,31907,5645,8,1,2014,178,2322,7.6,A,5,08      ,4,False,2013,196,2396,8.1,A,2012,189,2148,8.7,A
1563,EMMANUEL COLLEGE                                                 ,181 SPRING STREET                                 ,FRANKLIN SPRINGS    ,GA,GEORGIA                                                     ,30639,0000,6,2,2014,34,246,13.8,P,5,09      ,4,False,2013,27,217,12.4,P,2012,33,259,12.7,P
1572,GEORGIA SOUTHERN UNIVERSITY                                      ,"ROSENWALD BLDG, SWEETHEART CIRCLE                 ",STATESBORO          ,GA,GEORGIA                                                     ,30460,8065,8,1,2014,361,4952,7.2,A,5,12      ,4,False,2013,336,4913,6.8,A,2012,271,4442,6.1,A
1573,GEORGIA SOUTHWESTERN STATE UNIVERSITY                            ,800 GSW UNIVERSITY DRIVE                          ,AMERICUS            ,GA,GEORGIA                                                     ,31709,4693,8,1,2014,69,931,7.4,A,5,02      ,4,False,2013,65,917,7,A,2012,76,858,8.8,A
1574,GEORGIA STATE UNIVERSITY                                         ,30 COURTLAND STREET                SUITE 300 ALUMN,ATLANTA             ,GA,GEORGIA                                                     ,30303,3010,8,1,2014,1237,13483,9.1,P,5,05      ,4,False,2013,1244,13994,8.8,P,2012,464,7632,6,A
1577,KENNESAW STATE UNIVERSITY                                        ,1000 CHASTAIN ROAD                                ,KENNESAW            ,GA,GEORGIA                                                     ,30144,5591,8,1,2014,553,7751,7.1,P,5,06      ,4,False,2013,545,7413,7.3,P,2012,477,6703,7.1,P
1578,LAGRANGE COLLEGE                                                 ,601 BROAD STREET                                  ,LAGRANGE            ,GA,GEORGIA                                                     ,30240,2999,8,2,2014,31,370,8.3,A,5,08      ,4,False,2013,23,359,6.4,A,2012,39,389,10,A
1579,AUGUSTA UNIVERSITY                                               ,1120 FIFTEENTH STREET                             ,AUGUSTA             ,GA,GEORGIA                                                     ,30912,0004,8,1,2014,196,2723,7.1,P,5,12      ,4,False,2013,186,2566,7.2,P,2012,158,2399,6.5,P
1585,UNIVERSITY OF NORTH GEORGIA                                      ,82 COLLEGE CIRCLE                                 ,DAHLONEGA           ,GA,GEORGIA                                                     ,30597,0001,8,1,2014,318,3308,9.6,P,5,09      ,4,False,2013,286,2860,10,P,2012,246,2621,9.3,P
1586,OGLETHORPE UNIVERSITY                                            ,"4484 PEACHTREE ROAD, NORTHEAST                    ",ATLANTA             ,GA,GEORGIA                                                     ,30319,2737,6,2,2014,21,279,7.5,A,5,04      ,4,False,2013,28,328,8.5,A,2012,17,288,5.9,A
1589,REINHARDT UNIVERSITY                                             ,7300 REINHARDT  CIRCLE                            ,WALESKA             ,GA,GEORGIA                                                     ,30183,2900,8,2,2014,51,411,12.4,A,5,07      ,4,False,2013,51,418,12.2,A,2012,28,367,7.6,A
1591,SHORTER UNIVERSITY                                               ,315 SHORTER AVENUE                                ,ROME                ,GA,GEORGIA                                                     ,30165,4298,8,2,2014,121,1211,9.9,A,5,11      ,4,False,2013,124,1213,10.2,A,2012,126,1383,9.1,A
1594,SPELMAN COLLEGE                                                  ,350 SPELMAN LANE SOUTHWEST                        ,ATLANTA             ,GA,GEORGIA                                                     ,30314,4399,6,2,2014,36,601,5.9,A,2,05      ,4,False,2013,42,544,7.7,A,2012,41,542,7.5,A
1596,TOCCOA FALLS COLLEGE                                             ,107 KINCAID DRIVE                                 ,TOCCOA FALLS        ,GA,GEORGIA                                                     ,30598,0001,6,2,2014,22,272,8,A,5,09      ,4,False,2013,12,239,5,A,2012,15,248,6,A
1599,VALDOSTA STATE UNIVERSITY                                        ,1500 NORTH PATTERSON STREET                       ,VALDOSTA            ,GA,GEORGIA                                                     ,31698,0001,8,1,2014,324,3706,8.7,A,5,01      ,4,False,2013,271,3641,7.4,A,2012,302,3486,8.6,A
1600,WESLEYAN COLLEGE                                                 ,4760 FORSYTH ROAD                                 ,MACON               ,GA,GEORGIA                                                     ,31210,4462,8,2,2014,14,173,8,A,5,08      ,4,False,2013,14,186,7.5,A,2012,10,160,6.2,A
1601,UNIVERSITY OF WEST GEORGIA                                       ,1601 MAPLE STREET                                 ,CARROLLTON          ,GA,GEORGIA                                                     ,30118,0002,8,1,2014,292,3253,8.9,A,5,08      ,4,False,2013,256,3234,7.9,A,2012,257,2895,8.8,A
1604,YOUNG HARRIS COLLEGE                                             ,1 COLLEGE STREET                                  ,YOUNG HARRIS        ,GA,GEORGIA                                                     ,30582,4137,6,2,2014,26,296,8.7,A,5,10      ,4,False,2013,18,270,6.6,A,2012,22,249,8.8,A
1605,CHAMINADE UNIVERSITY OF HONOLULU                                 ,3140 WAIALAE AVENUE                               ,HONOLULU            ,HI,HAWAII                                                      ,96816,1578,8,2,2014,53,670,7.9,A,5,01      ,9,False,2013,47,739,6.3,A,2012,46,627,7.3,A
1606,BRIGHAM YOUNG UNIVERSITY - HAWAII                                ,55 220 KULANUI STREET                             ,LAIE                ,HI,HAWAII                                                      ,96762,1294,6,2,2014,29,439,6.6,A,5,02      ,9,False,2013,26,455,5.7,A,2012,15,327,4.5,A
1610,UNIVERSITY OF HAWAII AT MANOA                                    ,2444 DOLE STREET                                  ,HONOLULU            ,HI,HAWAII                                                      ,96822,2399,8,1,2014,175,3259,5.3,P,5,01      ,9,False,2013,131,3047,4.2,P,2012,109,3078,3.5,P
1611,UNIVERSITY OF HAWAII AT HILO                                     ,200 WEST KAWILI STREET                            ,HILO                ,HI,HAWAII                                                      ,96720,4091,8,1,2014,92,973,9.4,A,5,02      ,9,False,2013,85,974,8.7,A,2012,59,915,6.4,A
1613,KAPIOLANI COMMUNITY COLLEGE                                      ,4303 DIAMOND HEAD ROAD                            ,HONOLULU            ,HI,HAWAII                                                      ,96816,4421,5,1,2014,97,649,14.9,A,5,01      ,9,False,2013,64,554,11.5,A,2012,54,455,11.8,A
1616,BOISE STATE UNIVERSITY                                           ,1910 UNIVERSITY DRIVE                             ,BOISE               ,ID,IDAHO                                                       ,83725,1000,8,1,2014,313,4819,6.4,A,5,02      ,10,False,2013,392,5059,7.7,A,2012,399,4769,8.3,A
1620,IDAHO STATE UNIVERSITY                                           ,919 SOUTH 8TH STREET                              ,POCATELLO           ,ID,IDAHO                                                       ,83209,5377,8,1,2014,309,3668,8.4,P,5,02      ,10,False,2013,361,3873,9.3,P,2012,408,3885,10.5,P
1621,LEWIS-CLARK STATE COLLEGE                                        ,500 8TH AVENUE                                    ,LEWISTON            ,ID,IDAHO                                                       ,83501,2698,6,1,2014,149,1139,13,A,5,01      ,10,False,2013,151,1256,12,A,2012,156,1171,13.3,A
1624,NORTHWEST NAZARENE UNIVERSITY                                    ,623 SOUTH UNIVERSITY BOULEVARD                    ,NAMPA               ,ID,IDAHO                                                       ,83686,5897,8,2,2014,37,652,5.6,A,5,01      ,10,False,2013,23,624,3.6,A,2012,24,619,3.8,A
1626,UNIVERSITY OF IDAHO                                              ,709 DEAKIN AVENUE                  ROOM 101 STUDEN,MOSCOW              ,ID,IDAHO                                                       ,83844,4291,8,1,2014,167,2797,5.9,A,5,01      ,10,False,2013,184,2757,6.6,A,2012,172,2659,6.4,A
1639,BLACKBURN UNIVERSITY                                             ,700 COLLEGE AVENUE                                ,CARLINVILLE         ,IL,ILLINOIS                                                    ,62626,1498,6,2,2014,17,180,9.4,A,5,17      ,5,False,2013,24,213,11.2,A,2012,29,227,12.7,A
1649,RICHARD J DALEY COLLEGE-CITY COLLEGES OF CHICAGO                 ,7500 SOUTH PULASKI ROAD                           ,CHICAGO             ,IL,ILLINOIS                                                    ,60652,1299,5,1,2014,42,287,14.6,P,3,03      ,5,False,2013,17,172,9.8,P,2012,10,137,7.2,P
1663,SPERTUS COLLEGE OF JUDAICA                                       ,610 SOUTH MICHIGAN AVENUE                         ,CHICAGO             ,IL,ILLINOIS                                                    ,60605,1995,8,2,2014,5,46,10.8,A,5,07      ,5,False,2013,1,47,2.1,A,2012,1,41,2.4,A
1665,COLUMBIA COLLEGE CHICAGO                                         ,600 SOUTH MICHIGAN AVENUE                         ,CHICAGO             ,IL,ILLINOIS                                                    ,60605,1996,8,2,2014,318,3367,9.4,A,5,07      ,5,False,2013,339,3724,9.1,A,2012,385,3707,10.3,A
1674,EASTERN ILLINOIS UNIVERSITY                                      ,600 LINCOLN AVENUE                                ,CHARLESTON          ,IL,ILLINOIS                                                    ,61920,3099,8,1,2014,154,2809,5.4,A,5,15      ,5,False,2013,137,2826,4.8,A,2012,156,2836,5.5,A
